"","ID","Label","Statement","Subject(s)","Speaker","Speaker Job Title","State Info","The Party Affiliation","Barely True Counts","False Counts","Half True Counts","Mostly True Counts","Pants on Fire Counts","Venue/Location"
"8233",8235,"pants-fire","Says the Wisconsin Republican Party tweeted Happy International Womens Day! You ladies should get paid less and not be able to make health care decisions.","women","graeme-zielinski","spokesman, Democratic Party of Wisconsin","Wisconsin","democrat",0,0,0,0,2,"a tweet"
"8234",8236,"false","Soy ... el nico official estatal quin es un hombre de negocios.","candidates-biography","david-dewhurst","Lieutenant governor","Texas","republican",8,8,10,5,5,"an interview on “Conexión Texas”"
"8235",8237,"pants-fire","Says Barack Obama sold Chrysler to Italians who are going to build Jeeps in China at the cost of American jobs.","china,jobs,message-machine-2012,workers","mitt-romney","Former governor","Massachusetts","republican",34,32,58,33,19,"a television ad"
"8236",8238,"false","Says Rick Perry said theres an administrator for every teacher in Texas public schools.","education,state-budget,state-finances","doug-otto","Superintendent, Plano Independent School District","Texas","none",0,1,0,0,0,"a radio interview."
"8237",8239,"true","Its been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.","sports","candy-crowley","CNN host","unknown","none",0,0,0,0,0,"comments on CNN's ""State of the Union"""
"8238",8240,"barely-true","A Republican-sponsored Wisconsin mining bill will take at least seven years to create jobs.","environment,government-regulation,jobs","chris-larson","Wisconsin Senate Minority Leader","Wisconsin","democrat",6,5,0,1,1,"a speech"
"8239",8241,"barely-true","As Milwaukee County executive, Scott Walker eliminated the waiting list for long-term care for older adults through the Family Care program.","job-accomplishments","scott-walker","Milwaukee County Executive","Wisconsin","republican",26,41,32,40,11,"a statement on campaign web site"
"8240",8242,"false","The Congressional Budget Office most recently came out and analyzed the current (health care) plan and said that it was not only deficit-neutral, but also that over 10 years it would create a $6 billion surplus.","health-care","russ-carnahan","U.S. Representative","Missouri","democrat",0,1,0,0,0,"a town hall meeting in Missouri."
"8241",8243,"false","The health care reform bill is the largest tax increase in U.S. history.","health-care,taxes","joe-scarborough","Host of a morning show on MSNBC","unknown","none",1,4,3,3,0,"a comment on his ""Morning Joe'' program on MSNBC"
"8242",8244,"half-true","Crist stays in $2,000 a night luxury hotel suites where he racks up $1,300 in mini-bar charges, and doesn't pay for a dime of it himself.","candidates-biography,government-efficiency,trade","marco-rubio","U.S. Senator","Florida","republican",33,24,32,35,5,"a press release"
"8243",8245,"true","More than 30 cents of every state tax dollar goes to Medicaid.","debt,disability,economy,families,government-efficiency,health-care,medicaid,poverty,state-budget,state-finances,taxes","elizabeth-roberts","Lieutenant Governor","Rhode Island","democrat",1,0,2,0,0,"a presentation to the Reinventing Medicaid Working Group"
"8244",8246,"barely-true","The Obama administration ... would impose on every Catholic institution, every Jewish institution, every Protestant institution the Obamacare standard of what you have to buy as insurance.","abortion,health-care,religion,states","newt-gingrich","Co-host on CNN's ""Crossfire""","Georgia","republican",16,15,20,10,11,"a town hall in Jacksonville, Fla."
"8245",8247,"half-true","Women make 77 cents for every dollar earned by men.","economy,income,poverty,wealth,women,workers","gina-raimondo","venture capital company founder","Rhode Island","democrat",2,1,2,5,1,"a tweet promoting Equal Pay Day"
"8246",8248,"true","My Treasury team eliminated a 900-case backlog in the Crime Victim Compensation Program.","crime,criminal-justice,government-efficiency,job-accomplishments,state-finances","gina-raimondo","venture capital company founder","Rhode Island","democrat",2,1,2,5,1,"a website statement"
"8247",8249,"mostly-true","We have not had unemployment this high for this long since the Great Depression.","economy,jobs","marco-rubio","U.S. Senator","Florida","republican",33,24,32,35,5,"interview on CBS's ""Face the Nation"""
"8248",8250,"pants-fire","Says Gov. Rick Perry is spending Texans hard-earned money to live like Louie XIV.","candidates-biography,ethics,state-budget","boyd-richie","Texas Democratic Party chair","Texas","democrat",2,1,0,0,1,"an e-mail blast."
"8249",8251,"false","Congressman Duffy has long record of voting against VA backlog fixes.","veterans","democratic-congressional-campaign-committee","unknown","unknown","democrat",11,8,5,1,9,"a news release"
"8250",8252,"false","There were fewer civilian casualties in Cambodia than there have been from American drone attacks.","foreign-policy","henry-kissinger","unknown","unknown","republican",0,1,0,0,0,"an interview on NPR"
"8251",8253,"mostly-true","Trade deals threaten Indias role as the pharmacy of the developing world for new HIV medicines.","public-health,trade","doctors-without-borders","unknown","unknown","none",0,0,1,1,0,"a press release"
"8252",8254,"pants-fire","By the word religion in the First Amendment, the founders meant Christianity.","corrections-and-updates,history,religion","bryan-fischer","Radio host","unknown","none",0,0,0,0,2,"a broadcast of ""Focal Point"""
"8253",8255,"mostly-true","NFL players are living, on average, longer than the average male.","sports","roger-goodell","NFL commissioner","unknown","none",0,0,0,1,0,"comments on ""Fox News Sunday"""
"8254",8256,"false","Republican candidate for governor Nathan Deal explicitly voted to fund abortions ...","abortion,women","erick-erickson","unknown","unknown","republican",1,2,0,0,0,"a blog post"
"8255",8257,"false","I won the majority of the Republican vote in both New Hampshire and South Carolina.","elections","john-mccain","U.S. senator","Arizona","republican",31,39,31,37,8,"a debate in Boca Raton."
"8256",8258,"false","Says Ralph Hall is the oldest member in Congress ever.","candidates-biography,history","now-or-never-pac","Political Action Committee","Missouri","none",0,1,0,0,0,"a campaign ad"
"8257",8259,"mostly-true","Fifteen out of the 20 most polluted cities in the world are in India and China.","climate-change,environment,foreign-policy","jim-webb","writer","Virginia","democrat",1,0,1,5,0,"a Democratic presidential debate in Las Vegas"
"8258",8260,"pants-fire","Says an investigative report concluded Ken Cuccinelli should have been prosecuted for disclosure violations, but Virginias law was too weak.","ethics","terry-mcauliffe","Governor","Virginia","democrat",12,6,2,2,3,"a debate."
"8259",8261,"barely-true","The Recovery Act saved 60,000 jobs among law enforcement officials, firefighters in the state of Florida, plus another 20,000 educators.","jobs,stimulus","charlie-crist","unknown","Florida","democrat",15,9,20,19,2,"a debate"
"8260",8262,"half-true","Under President Barack Obama, more Americans are in poverty ... than at any time since the Census Bureau began keeping records on it over 50 years ago.","history,poverty","newt-gingrich","Co-host on CNN's ""Crossfire""","Georgia","republican",16,15,20,10,11,"a written opening statement for a debate"
"8261",8263,"mostly-true","It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama.","foreign-policy","john-mccain","U.S. senator","Arizona","republican",31,39,31,37,8,"a media availability in Little Rock, Ark."
"8262",8264,"barely-true","Who would sign up to speak for a (Haitian) dictator? Rob Portman.","candidates-biography","ohio-democratic-party","unknown","Ohio","democrat",4,1,2,2,2,"an online ad campaign, ""The Portman Files"""
"8263",8265,"false","Under Barack Obama and the big government economy, the median wage for women has dropped $733.","economy,jobs,women","ted-cruz","Senator","Texas","republican",36,33,15,19,8,"a Republican presidential debate in Boulder, Colo."
"8264",8266,"mostly-true","Austins the fastest-growing city in the country the last five years.","population","tim-finchem","Commissioner, PGA Tour","Florida","none",0,0,0,1,0,"a sports column by Kirk Bohls of the Austin American-Statesman"
"8265",8267,"half-true","Every Florida teacher gets a pay raise.","corrections-and-updates,education,state-budget","rick-scott","Governor","Florida","republican",28,23,38,34,7,"a Facebook post"
"8266",8268,"barely-true","Obama has (a) new Christmas tree tax.","taxes","greg-abbott","governor","Texas","republican",11,3,8,6,5,"a tweet"
"8267",8269,"barely-true","Says under his leadership Wisconsin median household income is up 2.7%, while it is down 1.3% nationally under President Obama.","economy,income,job-accomplishments","scott-walker","Milwaukee County Executive","Wisconsin","republican",26,41,32,40,11,"a tweet"
"8268",8270,"pants-fire","Says that had E-Verify been in place in Florida when 9/11 terrorists lived here, we might have saved the lives of 3,000 Americans.","immigration,terrorism","john-thrasher","Republican Party of Florida Chairman","Florida","republican",2,1,0,0,1,"comments on the Senate floor"
"8269",8271,"mostly-true","For what we spend in just one week in Iraq, 800,000 children could get health insurance for an entire year.","health-care","florida-consumer-action-network","unknown","Florida","none",0,0,0,1,0,"a press conference in Tampa"
"8270",8272,"half-true","Austin is the only city in an arid landscape in the western United States dependent on a single source of water.","city-budget,city-government,water","sharlene-leurig","Director, Sustainable Water Infrastructure Program, Ceres","Texas","none",0,0,1,0,0,"an Austin City Council workshop"
"8271",8273,"mostly-true","U.S. Sen. Johnny Isakson has voted for $7 trillion of our national debt!","debt","allen-buckley","unknown","Georgia","libertarian",0,0,0,1,0,"a campaign statement"
"8272",8274,"false","Our kids cant openly celebrate Christmas or pray in school.","education,message-machine-2012,religion","rick-perry","Governor","Texas","republican",30,30,42,23,18,"an Iowa TV ad."
"8273",8275,"true","Her opponent: zero times a judge, zero rulings, zero experience on the bench.","job-accomplishments","jan-patterson","Justice of the Third Court of Appeals","Texas","democrat",0,0,0,0,0,"a TV ad"
"8274",8276,"half-true","In 29 states in this country you can still get fired for not just being gay, but if your employer thinks you are gay.","gays-and-lesbians,legal-issues,states,workers","martina-navratilova","Retired tennis player","Florida","none",0,0,1,0,0,"an interview on CBS' ""Face the Nation"""
"8275",8277,"true","Less than four cents of every health care dollar is spent on prevention and public health.","health-care","democratic-national-committee","unknown","unknown","none",8,2,10,8,0,"the Democratic Party platform"
"8276",8278,"mostly-true","Over the last few decades, the income of the top 1 percent grew by more than 275 percent -- to an average of $1.3 million a year.","economy,income,wealth","barack-obama","President","Illinois","democrat",70,71,160,163,9,"a campaign speech"
"8277",8279,"half-true","When Marcy Kaptur brought home $42 million for new manufacturing jobs, Dennis Kucinich voted no.","afghanistan,economy,iraq,jobs,message-machine-2012","marcy-kaptur","Representative from Ohio's Ninth Congressional District","Ohio","democrat",0,2,4,4,0,"a campaign commercial"
"8278",8280,"true","Says Texas law requires state agencies to give preference to goods produced and grown in Texas.","state-budget,state-finances","rick-perry","Governor","Texas","republican",30,30,42,23,18,"a press release"
"8279",8281,"half-true","400 bills have my name on them either as a sponsor or a co-sponsor. You dont get that done unless you work with folks on the other side.","bipartisanship,candidates-biography,history,job-accomplishments","hillary-clinton","Presidential candidate","New York","democrat",40,29,69,76,7,"a press conference"
"8280",8282,"mostly-true","New York is the safest big city in the nation, and our crime reductions have been steeper than any other big citys.","crime,criminal-justice,urban","michael-bloomberg","unknown","New York","independent",0,2,2,3,0,"an op-ed in the ""Washington Post"""
"8281",8283,"false","Says Pete Gallego went and lobbied after you fired him from Congress.","candidates-biography,ethics","national-republican-congressional-committee","unknown","unknown","republican",18,9,8,5,8,"a TV ad"
"8282",8284,"false","But if my opponent had his way, the millions of Floridians who rely on it would've had their Social Security tied up in the stock market this week.","medicare","barack-obama","President","Illinois","democrat",70,71,160,163,9,"unknown"
"8283",8285,"false","Americans invented the automobile.","history,technology","laura-ingraham","Political commentator and radio talk show host","unknown","none",2,5,1,0,1,"a broadcast of the ""Laura Ingraham Show"""
"8284",8286,"true","Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms.","guns","charlie-crist","unknown","Florida","democrat",15,9,20,19,2,"Crist campaign website, accessed July 5, 2010"
"8285",8287,"half-true","Says Steve Spinnett has court judgments against him for trespass and harassment.","ethics","livable-damascus","political group","Oregon","none",0,0,1,0,0,"a campaign mailer"
"8286",8288,"half-true","Barack Obama ended up getting re-elected by the largest gender gap in the history of American elections.","elections,polls","cecile-richards","president, Planned Parenthood Federation of America","New York","democrat",0,0,2,2,0,"remarks to the Texas delegation at the Democratic National Convention as webcast by the Texas Tribun"
"8287",8289,"barely-true","During the (Benghazi) attack, a stand-down order was given, and our troops were told to change their clothes four times.","foreign-policy,history,military,pundits,terrorism","sean-hannity","Radio/TV host","unknown","none",3,5,3,2,1,"comments on his Fox News program"
"8288",8290,"pants-fire","The new health care law will force seniors into Barack Obamas government-run health care program.","medicare,message-machine,retirement","dan-coats","unknown","Indiana","republican",0,0,0,0,1,"a campaign ad"
"8289",8291,"half-true","Says Ronald Reagan talked about converting the United States to the metric system.","government-regulation,market-regulation","lincoln-chafee","unknown","Rhode Island","democrat",3,5,3,4,0,"comments on CNN's ""State of the Union"""
"8290",8292,"mostly-true","I'm the product of a mixed marriage that would have been illegal in 12 states when I was born.","candidates-biography","barack-obama","President","Illinois","democrat",70,71,160,163,9,"an interview with theadvocate.com"
"8291",8293,"true","Says Oregonians for Food and Shelter proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.","agriculture,environment","rick-north","unknown","Oregon","columnist",0,0,0,0,0,"an opinion piece for Blue Oregon."
"8292",8294,"true","Health care reform will not affect veterans' benefits.","health-care,veterans","david-axelrod","unknown","unknown","democrat",2,1,6,7,0,"in a chain e-mail"
"8293",8295,"half-true","Says the giant African land snail carries human meningitis.","agriculture,animals,public-health","adam-putnam","Florida Commissioner of Agriculture","Florida","republican",0,1,1,2,1,"an interview on the CBS News show ""Sunday Morning"""
"8294",8296,"pants-fire","Welfare programs caused more long-term damage to Detroit than the atomic bomb caused to Hiroshima","economy,poverty,urban","chain-email","unknown","unknown","none",11,43,8,5,105,"a chain e-mail"
"8295",8297,"mostly-true","BP is setting up claims offices throughout the state.","elections","charlie-crist","unknown","Florida","democrat",15,9,20,19,2,"an interview with CNN's Candy Crowley."
"8296",8298,"pants-fire","Wisconsin state lawmakers worked seven days in 2012 but got paid for a whole year.","government-efficiency,state-budget,states","leon-young","unknown","unknown","democrat",0,0,0,0,1,"a news article"
"8297",8299,"false","Says Patrick Murphy advocated for cuts to Social Security and Medicare.","candidates-biography,medicare,social-security","national-republican-senatorial-committee","unknown","unknown","republican",11,5,7,2,5,"a campaign website"
"8298",8300,"false","Within a few years, we will be spending more on interest payments than on national security.","economy,federal-budget","mitch-daniels","governor","Indiana","republican",0,3,0,0,1,"a speech to the Conservative Political Action Conference"
"8299",8301,"half-true","Under sequestration, the military was cut down to the smallest Army since 1940, the smallest Navy since 1915.","federal-budget,military","lindsey-graham","U.S. senator","South Carolina","republican",2,2,4,2,0,"comments on CNN's ""State of the Union"""
"8300",8302,"barely-true","The Florida Supreme Court has no express authority in the Florida Constitution to remove questions from the ballot proposed by the Legislature.","florida-amendments,supreme-court","dean-cannon","state House speaker","Florida","republican",1,0,0,0,0,"a speech"
"8301",8303,"mostly-true","David Beckhams soccer stadium would get a special tax deal that lets them off the hook for $2 million in taxes every year for 30 years.","sports,state-budget,taxes","miami-seaport-alliance","unknown","Florida","none",0,1,0,1,0,"a TV ad"
"8302",8304,"half-true","The Republicans didn't have a budget in '02, '04, '06.","federal-budget,abc-news-week","steny-hoyer","House Majority Leader","Maryland","democrat",0,1,3,4,0,"an interview on ABC's ""This Week''"
"8303",8305,"false","Says Ted Strickland admits his record on jobs and taxes is mixed and spotty.","job-accomplishments,state-finances,voting-record","fighting-ohio-pac","unknown","Ohio","republican",0,1,0,0,0,"Fighting for Ohio PAC ad"
"8304",8306,"true","China now owns $1.1 trillion of our debt, our trade deficit last year with them was a quarter of a trillion dollars.","china,deficit,trade","terry-mcauliffe","Governor","Virginia","democrat",12,6,2,2,3,"an appearance on MSNBC's Hardball with Chris Matthews."
"8305",8307,"false","On the success of Cash for Clunkers","economy","tom-ganley","Businessman","Ohio","republican",1,0,0,1,0,"an interview with The Plain Dealer"
"8306",8308,"true","Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia.","health-care","la-raza","unknown","unknown","none",0,0,0,0,0,"newscast"
"8307",8309,"barely-true","We just fought a Republican budget that ends Medicare as we know it.","medicare","david-cicilline","mayor of Providence","Rhode Island","democrat",7,4,5,4,1,"a television interview"
"8308",8310,"mostly-true","The Internal Revenue code has ballooned to a 5,600-page, 4 million-word complicated mess that is seven times as long as the Bible with none of the good news.","taxes","leonard-lance","unknown","unknown","republican",0,0,1,2,0,"a press release"
"8309",8311,"true","A record number of immigrants not from Mexico are being apprehended at the border.","crime,immigration","rick-perry","Governor","Texas","republican",30,30,42,23,18,"an interview on Fox & Friends"
"8310",8312,"false","Social Security and Medicare are a Ponzi scheme.","medicare,social-security","carlos-curbelo","Miami-Dade school board member","Florida","republican",0,1,0,1,0,"a speech to a college GOP group"
"8311",8313,"pants-fire","My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, Heres how you need to sell cap-and-trade to the American people.","cap-and-trade,climate-change","rick-perry","Governor","Texas","republican",30,30,42,23,18,"a speech"
"8312",8314,"barely-true","Florida remains the top travel destination across the world.","tourism","rick-scott","Governor","Florida","republican",28,23,38,34,7,"a news release about Florida's tourism statistics"
"8313",8315,"false","The majority actually want single-payer health care.","health-care","michael-moore","Documentary filmmaker","unknown","none",2,5,1,6,0,"an appearance on Larry King Live"
"8314",8316,"pants-fire","America has already taken in one-fourth of Mexicos entire population.","immigration","ann-coulter","Columnist and author","New York","republican",2,3,3,0,4,"an interview on ""America with Jorge Ramos"""
"8315",8317,"false","Right now we have sufficient reserves to take care of Tennessees lottery scholarship students for a few years more.","deficit,lottery,state-finances","dolores-gresham","State senator","Tennessee","republican",0,2,0,0,0,"an interview with reporters following presentation of improved lottery revenues."
"8316",8318,"false","Hillary Clinton believed NAFTA was a 'boon' to our economy.","economy","barack-obama","President","Illinois","democrat",70,71,160,163,9,"a flier sent to voters in Ohio"
"8317",8319,"false","Thurbert Baker kept a teen in jail ""who didn't even commit a felony.""","legal-issues","concernedcitizen4u","unknown","unknown","none",0,1,0,0,0,"a video"
"8318",8320,"pants-fire","A Texas law says that you cant shoot bears out of the second floor of a window.","animals,government-regulation,guns","alcee-hastings","U.S. Representative","Florida","democrat",1,0,1,0,2,"a telephone interview with CNN"
"8319",8321,"barely-true","Three years after getting the $100 million (from Mark Zuckerberg), less than two-thirds of students in Cory Bookers Newark graduate.","education","bookerfail","unknown","unknown","none",1,0,1,0,0,"a YouTube video"
"8320",8322,"half-true","Milwaukee has the highest incarceration rate among African-American men in the country.","crime,criminal-justice,urban","gwen-moore","U.S. House member -- 4th District","Wisconsin","democrat",3,4,4,3,1,"an interview"
"8321",8323,"false","Under John McCain's health care plan, people get a $5,000 tax credit to buy a $12,000 health care policy, and ""that's a loss for you.""","health-care","barack-obama","President","Illinois","democrat",70,71,160,163,9,"a debate in Hempstead, N.Y."
"8322",8324,"false","Who are the most consistently misinformed media viewers? Fox viewers, consistently, every poll.","polls,pundits","jon-stewart","unknown","unknown","none",0,2,1,1,1,"an interview on Fox News Sunday"
"8323",8325,"barely-true","The (border) fence is now basically complete.","immigration","barack-obama","President","Illinois","democrat",70,71,160,163,9,"a speech in El Paso"
"8324",8326,"mostly-true","Under Gov. Scott Walkers proposals, Money is being taken away from workers, and the tax breaks given to major corporations.","corporations,message-machine,state-budget,taxes,workers","progressive-change-campaign-committee","unknown","unknown","none",0,1,1,1,1,"a television ad"
"8325",8327,"true","There are close to 900,000 unemployed veterans in America right now.","economy,military,veterans","sanford-bishop","Congressman","Georgia","democrat",0,1,0,1,0,"an online video of an earlier speech"
"8326",8328,"false","Virginia House Speaker Bill Howell is allied to group pushing MIXED SEX BATHROOMS in Stafford Schools.","children,education,gays-and-lesbians,sexuality","susan-stimpson","unknown","Virginia","republican",0,1,0,1,0,"a Facebook post."
"8327",8329,"half-true","Republicans are now taking credit for provisions of the health care bill that they had tried to derail.","health-care","debbie-wasserman-schultz","U.S. Representative, Florida District 23","Florida","democrat",7,9,8,15,3,"an op ed article"
"8328",8330,"half-true","300,000 Floridians will lose their current health plans because of Obamacare, a plan Alex Sink supports.","health-care","national-republican-congressional-committee","unknown","unknown","republican",18,9,8,5,8,"a television ad"
"8329",8331,"barely-true","Rob Cornilles is a Tea Party candidate.","abortion,message-machine-2012,campaign-advertising","democratic-party-oregon","political party","Oregon","democrat",1,1,2,0,0,"campaign material"
"8330",8332,"barely-true","Lincoln Chafee voted with President George W. Bush and the conservative leadership 76% of the time.","bipartisanship,candidates-biography,voting-record","democratic-governors-association","unknown","unknown","democrat",1,0,0,0,2,"a statement on a DGA-created website"
"8331",8333,"mostly-true","There are fewerwars, there are fewerpeople dying in wars now than there have been in quite some time.","foreign-policy,history,military","stu-burguiere","Writer, Glenn Beck Program","unknown","none",0,0,0,1,0,"comments on The Glenn Beck Radio Program"
"8332",8334,"barely-true","So far, the war in Gaza has left more than 1,800 Palestinians dead -- the population equivalent to 100 9/11s.","israel,terrorism","joy-reid","Host, The Reid Report","unknown","none",1,0,0,0,0,"comments on her MSNBC show"
"8333",8335,"false","Says Scott Walker left college under an ethical cloud for having tried to fix the election for student body president.","candidates-biography,education,elections,ethics","howard-dean","Democratic National Committee chairman","Vermont","democrat",1,4,1,2,0,"an interview"
"8334",8336,"false","Only 25 percent of what people buy is subject to Rhode Islands sales tax.","economy,state-finances,taxes","joseph-henchman","policy analyst, The Tax Foundation","unknown","newsmaker",0,1,0,0,0,"hearing testimony"
"8335",8337,"true","Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.","health-care,public-health","jeff-merkley","U.S. Senator","Oregon","democrat",0,1,3,6,0,"a newspaper article."
"8336",8338,"mostly-true","The post-Soviet industrial meltdown is responsible for most of the progress in reducing carbon emissions that Europe is able to claim.","climate-change,environment,pundits","eugene-robinson","unknown","unknown","none",0,0,0,2,0,"a Washington Post column"
"8337",8339,"false","Says 74 percent of small-business people believe that Obamacare is a bad idea.","health-care","larry-elder","Radio talk show host","unknown","talk-show-host",1,3,0,0,0,"an interview"
"8338",8340,"half-true","The immigration proposal from the Gang of Eight is not amnesty.","immigration","marco-rubio","U.S. Senator","Florida","republican",33,24,32,35,5,"an interview on ""Fox News Sunday"""
"8339",8341,"true","Texas has installed more wind power than any other state, and all but four countries.","energy","rick-perry","Governor","Texas","republican",30,30,42,23,18,"a press release"
"8340",8342,"barely-true","Says Florida Gov. Rick Scotts cuts to education are the same as his proposedcorporate income tax rate reduction.","education,state-budget,taxes","alan-grayson","U.S. House of Representatives","Florida","democrat",6,5,4,11,1,"comments on MSNBC."
"8341",8343,"half-true","The study of the Savannah River Estuary . . . clearly demonstrates the project can be constructed and [environmental] impacts will be mitigated.","environment,transportation","curtis-foltz","Executive Director, Georgia Ports Authority","unknown","none",0,0,1,0,0,"an op-ed in The Atlanta Journal-Constitution"
"8342",8344,"barely-true","We have more natural gas than Saudi Arabia has oil.","energy,environment,transportation","tommy-thompson","unknown","Wisconsin","republican",6,8,2,5,3,"a speech"
"8343",8345,"barely-true","Says President Barack Obama could basically legalize all immigrants here illegally by the sign of a pen.","immigration","marco-rubio","U.S. Senator","Florida","republican",33,24,32,35,5,"a radio interview"
"8344",8346,"false","After President Barack Obamas health care law takes full effect, 100 percent of Americans will depend on some form of federal payment, some form of government benefit to help provide for them.","children,families,health-care,medicaid,medicare","rick-santorum","unknown","Pennsylvania","republican",12,16,13,7,5,"a campaign speech in Steubenville, Ohio"
"8345",8347,"mostly-true","Says Texas lawmakers last year expanded public educations share of state spending.","education,state-budget,state-finances","joe-straus","Texas House speaker","Texas","republican",0,0,2,1,0,"a breakfast at the Texas Tribune Festival."
"8346",8348,"half-true","There has been a 100 percentincrease in student debt under this Democratic White House.","debt,education","jeb-bush","unknown","Florida","republican",17,5,17,24,2,"a Twitter exchange"
"8347",8349,"pants-fire","Under Barack Obamas watch, we have expended $805 billion to liberate the people of Iraq and, more importantly, 4,400 American lives.","federal-budget,iraq,military","michele-bachmann","Congresswoman","Minnesota","republican",8,22,6,4,16,"an interview with CNN's Wolf Blitzer"
"8348",8350,"barely-true","Says she made a cold call and persuaded an Illinois company to relocate to Wisconsin.","corrections-and-updates,jobs","rebecca-kleefisch","Candidate for lieutenant governor","Wisconsin","republican",1,3,4,0,1,"a radio interview"
"8349",8351,"false","The sequester has already lost 1.6 million jobs.","deficit,federal-budget,jobs","harry-reid","Senate Democratic Leader","Nevada","democrat",4,5,3,7,3,"a media availability with reporters"
"8350",8352,"barely-true","Sotomayor ruled against the white firefighter Ricci and other white firefighters just on the basis that she thought women and minorities should be given a preference because of their skin color and because of the history of discrimination in the past. The law was totally disregarded.","pundits,sotomayor-nomination,supreme-court","rush-limbaugh","Radio host","unknown","none",9,11,5,2,10,"his radio program"
"8351",8353,"mostly-true","A gallon (of gasoline) delivered to the front lines for our troops in Afghanistan cost more than $400.","afghanistan,energy","marcy-kaptur","Representative from Ohio's Ninth Congressional District","Ohio","democrat",0,2,4,4,0,"an article in Politico"
"8352",8354,"false","Arkansas Democratic congressional candidate Chad Causey was a Washington, D.C. bureaucrat.","candidates-biography,message-machine","national-republican-congressional-committee","unknown","unknown","republican",18,9,8,5,8,"a campaign commercial"
"8353",8355,"true","Says Milken Institute rated San Antonio as nations top-performing local economy.","economy","julian-castro","Mayor, San Antonio","Texas","democrat",0,0,3,3,0,"keynote address at Democratic National Convention."
"8354",8356,"true","A private company building a natural gas pipeline into Florida is being forced to spend months under the review of six federal agencies.","energy,government-regulation","marco-rubio","U.S. Senator","Florida","republican",33,24,32,35,5,"his book ‘American Dreams’"
"8355",8357,"half-true","Says New York Mayor Michael Bloomberg says we can only have three bullets and the NRA wants firearms with nukes on them.","candidates-biography,civil-rights,guns","wayne-lapierre","unknown","unknown","none",3,1,3,1,0,"an interview on NBC’s Meet the Press"
"8356",8358,"barely-true","Everyone in this country has access to health care.","health-care","rick-perry","Governor","Texas","republican",30,30,42,23,18,"an interview with The Texas Tribune and Newsweek"
"8357",8359,"false","Social science is irrefutable that children are better off being raised by a mom and a dad.","children,gays-and-lesbians,marriage","ralph-reed","unknown","unknown","republican",0,2,1,0,0,"an interview on ABC's 'This Week'"
"8358",8360,"mostly-true","Twelve percent of the garbage collected in those SOLV cleanups, by volume, is plastic bags.","environment","mark-hass","state representative","Oregon","democrat",0,1,1,1,0,"a legislative hearing"
"8359",8361,"half-true","If you look at any real analysis, the Trans-Pacific Partnership is going to generate better-paying jobs that are more stable.","trade","kasim-reed","Atlanta Mayor","Georgia","democrat",0,0,1,0,0,"a White House press conference"
"8360",8362,"false","Say George Washington said that when government takes away citizens right to bear arms it becomes citizens duty to take away governments right to govern.","guns,history","facebook-posts","Social media posting","unknown","none",14,18,15,11,36,"a meme on social media"
"8361",8363,"half-true","It costs more money to put a person on death row than it does to lock them up for the rest of their lives because of attorney fees.","criminal-justice,new-hampshire-2012","gary-johnson","Presidential candidate","New Mexico","libertarian",3,2,5,6,0,"a meeting with the Nashua ""Telegraph"" editorial board"
"8362",8364,"false","Says Gov. Chris Christie has embarked on a tour to demand that New Jerseys Democratic legislature approve an immediate tax cut that would disproportionately benefit the wealthiest.","taxes","barbara-buono","State Senator","New Jersey","democrat",3,1,4,4,1,"an op-ed in Politico"
"8363",8365,"mostly-true","Sherrod Browns approval rating has plummeted to 38 percent among Ohio voters in a poll by a Democratic pollster.","elections,job-accomplishments,campaign-advertising","josh-mandel","Ohio treasurer","Ohio","republican",4,5,4,5,6,"a fundraising email"
"8364",8366,"mostly-true","Oil companies are able to sell oil that costs no more to produce today than it did one year ago.","energy,gas-prices","jeff-merkley","U.S. Senator","Oregon","democrat",0,1,3,6,0,"a speech on the Senate floor"
"8365",8367,"true","Currently, we're at 36 percent of our children born out of wedlock.","families","sam-brownback","U.S. senator","Kansas","republican",1,1,0,0,0,"a debate in Durham, N.H."
"8366",8368,"half-true","Barack Obama supports plans to raise ""income taxes ... payroll taxes.""","taxes","sarah-palin","unknown","Alaska","republican",9,19,9,6,6,"a speech in St. Paul, Minn."
"8367",8369,"false","Says over 1 million signatures were submitted in attempt to recall Gov. Scott Walker.","elections","state-democratic-party-wisconsin","unknown","Wisconsin","democrat",5,7,2,2,7,"a video and multiple other instances"
"8368",8370,"true","60 percent of the jobs lost in the 2008 recession were living-wage jobs. Of the jobs weve gotten back, only 40 percent are living-wage.","jobs","jeff-merkley","U.S. Senator","Oregon","democrat",0,1,3,6,0,"a talk to the Human Services Coalition of Oregon"
"8369",8371,"half-true","Over 20 percent of the electorate is Hispanic in Florida.","elections","annette-taddeo-goldstein","Miami-Dade County Democratic chair","Florida","democrat",1,0,1,0,0,"an interview on MSNBC"
